"Tipo.Instrumento" "Nombre" "Fecha.op" "Fuente" "Sicet" "F.Vencimiento" "Plazo" "Op" "Monto" "Pre.min" "Pre.max" "Pre.prom" "Cupon" "Frecuencia" "Rendimiento"
"VEBONO" "VEBONO032031" 2016-02-29 "022 BCV" "DPBS02207-0016" 2031-03-13 5491 3 251134000 104.25 112.5 107.1485771 16.27 4 15.05382903
"TIF" "TIF032032" 2016-02-29 "022 BCV" "DPBS02207-0034" 2032-03-25 5869 3 131986000 103.25 111.55 106.2052809 15.25 4 14.25255525
"LETRA" "LTB042016" 2016-02-29 "022 BCV" "LTBS00416-0036" 2016-04-06 37 1 121062000 99.9825 99.9825 99.9825 0 0 0.170300073
"VEBONO" "VEBONO032019" 2016-03-01 "022 BCV" "DPBS08773-0043" 2019-03-28 1122 1 66421000 128.9572 128.9572 128.9572 15.42 4 5.158889068
"TIF" "TIF022021" 2016-03-01 "022 BCV" "DPBS09345-0014" 2021-02-04 1801 1 5e+07 131.9542 131.9542 131.9542 16.5 4 8.494126917
"VEBONO" "VEBONO042019" 2016-03-02 "022 BCV" "DPBS08773-0025" 2019-04-18 1142 1 64200000 122.75 122.75 122.75 15.42 4 7.217450051
"VEBONO" "VEBONO062020" 2016-03-02 "022 BCV" "DPBS08771-0027" 2020-06-18 1569 1 90296000 125.9 125.9 125.9 15.7 4 8.434339092
"TIF" "TIF032022" 2016-03-02 "022 BCV" "DPBS09345-0041" 2022-03-03 2192 2 4.6e+07 126.75 127.25 127 16 4 9.960073375
"VEBONO" "VEBONO012023" 2016-03-02 "022 BCV" "DPBS09345-0032" 2023-01-19 2514 1 38909430 127 127 127 15.92 4 10.37184096
"VEBONO" "VEBONO032031" 2016-03-02 "022 BCV" "DPBS02207-0016" 2031-03-13 5489 2 209788000 104.15 110 106.0125982 16.27 4 15.23656698
"TIF" "TIF032031" 2016-03-02 "022 BCV" "DPBS02207-0025" 2031-03-13 5489 2 109760000 103.2 108 104.7253644 15 4 14.22617634
"TIF" "TIF032032" 2016-03-02 "022 BCV" "DPBS02207-0034" 2032-03-25 5867 2 108980000 103.15 108 104.5703317 15.25 4 14.50341066
"LETRA" "LTB062016" 2016-03-02 "022 BCV" "LTBS00616-0016" 2016-06-15 105 3 1.05e+08 99.25 99.3505 99.32453333 0 0 2.331635132
"TIF" "TIF022021" 2016-03-03 "022 BCV" "DPBS09345-0014" 2021-02-04 1799 1 5e+07 132 132 132 16.5 4 8.478270369
"VEBONO" "VEBONO042024" 2016-03-03 "022 BCV" "DPBS09347-0012" 2024-04-18 2968 1 27300000 126 126 126 16.17 4 11.23787054
"TIF" "TIF032031" 2016-03-03 "022 BCV" "DPBS02207-0025" 2031-03-13 5488 6 52304000 100.9245 108.5 105.0860901 15 4 14.1700921
"VEBONO" "VEBONO032031" 2016-03-03 "022 BCV" "DPBS02207-0016" 2031-03-13 5488 5 46633500 101.9485 109.5 107.5802406 16.27 4 14.98537776
"TIF" "TIF032032" 2016-03-03 "022 BCV" "DPBS02207-0034" 2032-03-25 5866 7 73057000 100.4911 108.5 103.7948961 15.25 4 14.62470171
"LETRA" "LTB062016" 2016-03-03 "022 BCV" "LTBS00616-0034" 2016-06-01 90 2 155554000 99.406 99.5024 99.4542 0 0 2.1951813
"VEBONO" "VEBONO012020" 2016-03-04 "022 BCV" "DPBS08771-0018" 2020-01-02 1399 2 3e+07 125.8335 125.896 125.86475 15.67 4 7.780872025
"VEBONO" "VEBONO022022" 2016-03-04 "022 BCV" "DPBS09345-0023" 2022-02-10 2169 1 23612000 126 126 126 15.61 4 9.782082042
"TIF" "TIF042023" 2016-03-04 "022 BCV" "DPBS09345-0050" 2023-04-06 2589 1 77394400 128.0549 128.0549 128.0549 16 4 10.35510578
"TIF" "TIF012026" 2016-03-04 "022 BCV" "DPBS00760-0034" 2026-01-08 3597 1 78564000 126.55 126.55 126.55 15 4 10.61258538
"TIF" "TIF032031" 2016-03-04 "022 BCV" "DPBS02207-0025" 2031-03-13 5487 1 17452000 100.9558 100.9558 100.9558 15 4 14.83233943
"VEBONO" "VEBONO032031" 2016-03-04 "022 BCV" "DPBS02207-0016" 2031-03-13 5487 4 15944500 109.5 110 109.6763931 16.27 4 14.65871891
"LETRA" "LTB062016" 2016-03-04 "022 BCV" "LTBS00616-0025" 2016-06-08 96 1 5e+07 99.5223 99.5223 99.5223 0 0 1.799973473
"TIF" "TIF032031" 2016-03-09 "022 BCV" "DPBS02207-0025" 2031-03-13 5482 3 38356000 111.75 112.25 112.0139977 15 4 13.14901332
"VEBONO" "VEBONO032031" 2016-03-09 "022 BCV" "DPBS02207-0016" 2031-03-13 5482 5 136473000 112.4 113.25 112.9244578 16.27 4 14.17216615
"TIF" "TIF032032" 2016-03-09 "022 BCV" "DPBS02207-0034" 2032-03-25 5860 6 156659000 110 112.25 111.9491111 15.25 4 13.41934937
"LETRA" "LTB062016" 2016-03-09 "022 BCV" "LTBS00616-0025" 2016-06-08 91 4 311110000 98.4089 99.5595 98.94514665 0 0 4.217535016
"LETRA" "LTB062016" 2016-03-09 "022 BCV" "LTBS00616-0043" 2016-06-22 105 3 1.8e+08 99.3937 99.4341 99.42253333 0 0 1.991385301
"LETRA" "LTB092016" 2016-03-09 "022 BCV" "LTBS00916-0022" 2016-09-07 182 2 1.5e+08 98.2926 98.3239 98.30825 0 0 3.403904231
"TIF" "TIF042018" 2016-03-10 "022 BCV" "DPBS08773-0016" 2018-04-12 763 1 32971000 123.8932 123.8932 123.8932 18 4 5.763249563
"TIF" "TIF032022" 2016-03-10 "022 BCV" "DPBS09345-0041" 2022-03-03 2184 1 14100000 126.75 126.75 126.75 16 4 9.988560177
"TIF" "TIF042023" 2016-03-10 "022 BCV" "DPBS09345-0050" 2023-04-06 2583 1 31976000 128.15 128.15 128.15 16 4 10.33140164
"VEBONO" "VEBONO042024" 2016-03-10 "022 BCV" "DPBS09347-0012" 2024-04-18 2961 1 23071057 127.25 127.25 127.25 16.17 4 11.0309655
"VEBONO" "VEBONO032031" 2016-03-10 "022 BCV" "DPBS02207-0016" 2031-03-13 5481 9 207879900 100.0313 114 105.9773034 16.27 4 15.24284004
"TIF" "TIF032031" 2016-03-10 "022 BCV" "DPBS02207-0025" 2031-03-13 5481 10 141244000 100.0313 111.75 104.7394113 15 4 14.22443131
"TIF" "TIF032032" 2016-03-10 "022 BCV" "DPBS02207-0034" 2032-03-25 5859 10 149727000 100.0313 109 103.3215662 15.25 4 14.69980144
"LETRA" "LTB062016" 2016-03-10 "022 BCV" "LTBS00616-0025" 2016-06-08 90 1 62500000 99.78 99.78 99.78 0 0 0.881940269
"VEBONO" "VEBONO032031" 2016-03-11 "022 BCV" "DPBS02207-0016" 2031-03-13 5480 3 68778000 112.5 113.4 112.8808558 16.27 4 14.17855784
"TIF" "TIF032031" 2016-03-11 "022 BCV" "DPBS02207-0025" 2031-03-13 5480 4 173029400 100.8325 113 111.3313579 15 4 13.24509872
"TIF" "TIF032032" 2016-03-11 "022 BCV" "DPBS02207-0034" 2032-03-25 5858 3 9.5e+07 112.5 113 112.7631579 15.25 4 13.3068327
"LETRA" "LTB092016" 2016-03-11 "022 BCV" "LTBS00916-0022" 2016-09-07 180 1 2.5e+07 98.9609 98.9609 98.9609 0 0 2.100021322
"LETRA" "LTB022017" 2016-03-11 "022 BCV" "LTBS00217-0019" 2017-02-15 341 1 2.5e+07 97.6868 97.6868 97.6868 0 0 2.499916034
"VEBONO" "VEBONO012023" 2016-03-15 "022 BCV" "DPBS09345-0032" 2023-01-19 2501 1 20784000 127.5 127.5 127.5 15.92 4 10.26715266
"VEBONO" "VEBONO022024" 2016-03-15 "022 BCV" "DPBS00760-0025" 2024-02-22 2900 1 5e+07 126.25 126.25 126.25 16.07 4 11.05783506
"VEBONO" "VEBONO032031" 2016-03-15 "022 BCV" "DPBS02207-0016" 2031-03-13 5476 1 35778000 108 108 108 16.27 4 14.91253245
"TIF" "TIF032031" 2016-03-15 "022 BCV" "DPBS02207-0025" 2031-03-13 5476 1 34783000 108.0156 108.0156 108.0156 15 4 13.71958808
"TIF" "TIF032032" 2016-03-15 "022 BCV" "DPBS02207-0034" 2032-03-25 5854 1 36969000 108.0156 108.0156 108.0156 15.25 4 13.98232842
"LETRA" "LTB052016" 2016-03-15 "022 BCV" "LTBS00516-0044" 2016-05-25 71 1 7.5e+07 99.5875 99.5875 99.5875 0 0 2.100212673
"LETRA" "LTB062016" 2016-03-15 "022 BCV" "LTBS00616-0025" 2016-06-08 85 2 93277000 99.785 99.79 99.78664976 0 0 0.905532958
"VEBONO" "VEBONO112017" 2016-03-16 "022 BCV" "DPBS07989-0045" 2017-11-23 617 1 6.5e+07 106 106 106 14.59 4 10.65535441
"TIF" "TIF042023" 2016-03-16 "022 BCV" "DPBS09345-0050" 2023-04-06 2577 1 58157700 128.1243 128.1243 128.1243 16 4 10.32831451
"VEBONO" "VEBONO012025" 2016-03-16 "022 BCV" "DPBS00324-0018" 2025-01-09 3221 1 57757200 129.25 129.25 129.25 16.42 4 11.15505192
"TIF" "TIF032028" 2016-03-16 "022 BCV" "DPBS01632-0011" 2028-03-30 4397 1 2.5e+08 124.4 124.4 124.4 15.25 4 11.4778362
"TIF" "TIF022029" 2016-03-16 "022 BCV" "DPBS01632-0020" 2029-02-15 4719 2 400396000 120.5 124 122.6853365 15.5 4 12.01774244
"VEBONO" "VEBONO032031" 2016-03-16 "022 BCV" "DPBS02207-0016" 2031-03-13 5475 1 35492000 108 108 108 16.27 4 14.91233973
"LETRA" "LTB062016" 2016-03-16 "022 BCV" "LTBS00616-0034" 2016-06-01 77 1 77777000 99.6165 99.6165 99.6165 0 0 1.79988959
"LETRA" "LTB062016" 2016-03-16 "022 BCV" "LTBS00616-0025" 2016-06-08 84 1 31723000 99.79 99.79 99.79 0 0 0.901893977
"LETRA" "LTB062016" 2016-03-16 "022 BCV" "LTBS00616-0052" 2016-06-29 105 3 1.55e+08 99.4225 99.504 99.50137097 0 0 1.71815246
"LETRA" "LTB032017" 2016-03-16 "022 BCV" "LTBS00317-0018" 2017-03-15 364 4 2.75e+08 97.4697 97.4698 97.46978182 0 0 2.567373744
"VEBONO" "VEBONO112017" 2016-03-17 "022 BCV" "DPBS07989-0045" 2017-11-23 616 1 5e+07 105.25 105.25 105.25 14.59 4 11.12590908
"VEBONO" "VEBONO122017" 2016-03-17 "022 BCV" "DPBS07989-0036" 2017-12-08 631 1 4.5e+07 104 104 104 14.55 4 11.90341946
"TIF" "TIF032031" 2016-03-17 "022 BCV" "DPBS02207-0025" 2031-03-13 5474 12 95830000 100.9342 113.5 108.5870555 15 4 13.63477256
"VEBONO" "VEBONO032031" 2016-03-17 "022 BCV" "DPBS02207-0016" 2031-03-13 5474 11 209444000 101.8949 114.3 111.9176835 16.27 4 14.31349791
"TIF" "TIF032032" 2016-03-17 "022 BCV" "DPBS02207-0034" 2032-03-25 5852 11 107860000 100.8824 113.25 106.6871008 15.25 4 14.18025499
"LETRA" "LTB022017" 2016-03-17 "022 BCV" "LTBS00217-0019" 2017-02-15 335 1 4e+07 98.45 98.45 98.45 0 0 1.69189603
"TIF" "TIF032022" 2016-03-18 "022 BCV" "DPBS09345-0041" 2022-03-03 2176 1 1.5e+08 126.75 126.75 126.75 16 4 9.97378906
"TIF" "TIF012026" 2016-03-18 "022 BCV" "DPBS00760-0034" 2026-01-08 3583 1 7e+07 122.75 122.75 122.75 15 4 11.14804465
"TIF" "TIF032028" 2016-03-18 "022 BCV" "DPBS01632-0011" 2028-03-30 4395 1 1.1e+08 121.75 121.75 121.75 15.25 4 11.83032155
"VEBONO" "VEBONO042028" 2016-03-18 "022 BCV" "DPBS01632-0039" 2028-04-20 4416 1 127399000 120 120 120 16.37 4 13.04929105
"TIF" "TIF022029" 2016-03-18 "022 BCV" "DPBS01632-0020" 2029-02-15 4717 1 2.32e+08 122.25 122.25 122.25 15.5 4 12.07443639
"TIF" "TIF032031" 2016-03-18 "022 BCV" "DPBS02207-0025" 2031-03-13 5473 3 89802000 101.0313 112.25 106.9072283 15 4 13.8850014
"VEBONO" "VEBONO032031" 2016-03-18 "022 BCV" "DPBS02207-0016" 2031-03-13 5473 3 126342000 108 113 108.7123522 16.27 4 14.80048116
"TIF" "TIF032032" 2016-03-18 "022 BCV" "DPBS02207-0034" 2032-03-25 5851 4 150957000 108 113.25 110.8660016 15.25 4 13.57105505
"LETRA" "LTB062016" 2016-03-18 "022 BCV" "LTBS00616-0025" 2016-06-08 82 2 62500000 99.8056 99.8056 99.8056 0 0 0.855125779
"LETRA" "LTB062016" 2016-03-18 "022 BCV" "LTBS00616-0016" 2016-06-15 89 1 77778000 99.3857 99.3857 99.3857 0 0 2.500167518
"TIF" "TIF012026" 2016-03-21 "022 BCV" "DPBS00760-0034" 2026-01-08 3580 1 7e+07 122.75 122.75 122.75 15 4 11.14661205
"TIF" "TIF032028" 2016-03-21 "022 BCV" "DPBS01632-0011" 2028-03-30 4392 1 5.39e+08 121.75 121.75 121.75 15.25 4 11.82957873
"TIF" "TIF032031" 2016-03-21 "022 BCV" "DPBS02207-0025" 2031-03-13 5470 1 18248000 113.5 113.5 113.5 15 4 12.93599787
"TIF" "TIF032032" 2016-03-21 "022 BCV" "DPBS02207-0034" 2032-03-25 5848 2 51880000 112 113 112.0429838 15.25 4 13.40620594
"VEBONO" "VEBONO032019" 2016-03-22 "022 BCV" "DPBS08773-0043" 2019-03-28 1101 1 3e+07 129 129 129 15.42 4 4.989484881
"VEBONO" "VEBONO022022" 2016-03-22 "022 BCV" "DPBS09345-0023" 2022-02-10 2151 1 5e+07 126 126 126 15.61 4 9.749943542
"VEBONO" "VEBONO012023" 2016-03-22 "022 BCV" "DPBS09345-0032" 2023-01-19 2494 1 6.5e+07 127.5 127.5 127.5 15.92 4 10.25785766
"VEBONO" "VEBONO042024" 2016-03-22 "022 BCV" "DPBS09347-0012" 2024-04-18 2949 3 253299472 126.03 130.0825 129.1780988 16.17 4 10.71494317
"VEBONO" "VEBONO012025" 2016-03-22 "022 BCV" "DPBS00324-0018" 2025-01-09 3215 2 457240648 129.51 129.5725 129.54125 16.42 4 11.10670704
"TIF" "TIF032031" 2016-03-22 "022 BCV" "DPBS02207-0025" 2031-03-13 5469 1 35579000 112.5 112.5 112.5 15 4 13.07395895
"TIF" "TIF032032" 2016-03-22 "022 BCV" "DPBS02207-0034" 2032-03-25 5847 1 1.5e+08 111.5 111.5 111.5 15.25 4 13.48193006
"VEBONO" "VEBONO032019" 2016-03-23 "022 BCV" "DPBS08773-0043" 2019-03-28 1100 1 3e+07 129.0313 129.0313 129.0313 15.42 4 4.972245273
"VEBONO" "VEBONO022022" 2016-03-23 "022 BCV" "DPBS09345-0023" 2022-02-10 2150 1 5e+07 126.0313 126.0313 126.0313 15.61 4 9.742083002
"VEBONO" "VEBONO012023" 2016-03-23 "022 BCV" "DPBS09345-0032" 2023-01-19 2493 1 6.5e+07 127.5313 127.5313 127.5313 15.92 4 10.25105519
"VEBONO" "VEBONO042024" 2016-03-23 "022 BCV" "DPBS09347-0012" 2024-04-18 2948 1 5.5e+07 126.0613 126.0613 126.0613 16.17 4 11.21048005
"TIF" "TIF032031" 2016-03-23 "022 BCV" "DPBS02207-0025" 2031-03-13 5468 2 49212000 113.625 113.75 113.6875 15 4 12.90992491
"TIF" "TIF032032" 2016-03-23 "022 BCV" "DPBS02207-0034" 2032-03-25 5846 1 1.5e+08 111.5 111.5 111.5 15.25 4 13.48194238
"VEBONO" "VEBONO112017" 2016-03-28 "022 BCV" "DPBS07989-0045" 2017-11-23 605 1 5e+07 105.2813 105.2813 105.2813 14.59 4 11.04779046
"VEBONO" "VEBONO122017" 2016-03-28 "022 BCV" "DPBS07989-0036" 2017-12-08 620 1 4.5e+07 104.0313 104.0313 104.0313 14.55 4 11.83846083
"VEBONO" "VEBONO042019" 2016-03-28 "022 BCV" "DPBS08773-0025" 2019-04-18 1116 1 79061200 126.0149 126.0149 126.0149 15.42 4 6.024989217
"VEBONO" "VEBONO022024" 2016-03-28 "022 BCV" "DPBS00760-0025" 2024-02-22 2887 1 78162900 129.25 129.25 129.25 16.07 4 10.56312936
"VEBONO" "VEBONO032031" 2016-03-28 "022 BCV" "DPBS02207-0016" 2031-03-13 5463 1 37072000 108 108 108 16.27 4 14.91024571
"TIF" "TIF032031" 2016-03-28 "022 BCV" "DPBS02207-0025" 2031-03-13 5463 1 64723000 108 108 108 15 4 13.71985434
"TIF" "TIF032032" 2016-03-28 "022 BCV" "DPBS02207-0034" 2032-03-25 5841 3 114121000 108 113.625 110.2844656 15.25 4 13.64750631
"TIF" "TIF012026" 2016-03-29 "022 BCV" "DPBS00760-0034" 2026-01-08 3572 1 7e+07 122.7507 122.7507 122.7507 15 4 11.14275762
"TIF" "TIF032028" 2016-03-29 "022 BCV" "DPBS01632-0011" 2028-03-30 4384 1 1.1e+08 121.7404 121.7404 121.7404 15.25 4 11.82897483
"TIF" "TIF022029" 2016-03-29 "022 BCV" "DPBS01632-0020" 2029-02-15 4706 2 382396000 120.5313 122.2271 121.5601434 15.5 4 12.16284309
"VEBONO" "VEBONO032031" 2016-03-29 "022 BCV" "DPBS02207-0016" 2031-03-13 5462 1 3e+07 113.9 113.9 113.9 16.27 4 14.02098465
"TIF" "TIF032031" 2016-03-29 "022 BCV" "DPBS02207-0025" 2031-03-13 5462 1 226459600 106.5 106.5 106.5 15 4 13.94507939
"TIF" "TIF032032" 2016-03-29 "022 BCV" "DPBS02207-0034" 2032-03-25 5840 1 156025150 105.6 105.6 105.6 15.25 4 14.33895374
"LETRA" "LTB052016" 2016-03-29 "022 BCV" "LTBS00516-0017" 2016-05-18 50 1 14250000 99.7506 99.7506 99.7506 0 0 1.800169623
"TIF" "TIF032022" 2016-03-30 "022 BCV" "DPBS09345-0041" 2022-03-03 2164 1 1.5e+08 126.7251 126.7251 126.7251 16 4 9.956513592
"VEBONO" "VEBONO012023" 2016-03-30 "022 BCV" "DPBS09345-0032" 2023-01-19 2486 1 38909430 126.8612 126.8612 126.8612 15.92 4 10.35970267
"TIF" "TIF012026" 2016-03-30 "022 BCV" "DPBS00760-0034" 2026-01-08 3571 1 7e+07 122.7505 122.7505 122.7505 15 4 11.14232489
"TIF" "TIF032028" 2016-03-30 "022 BCV" "DPBS01632-0011" 2028-03-30 4383 2 354307000 121.7426 129 122.3224226 15.25 4 11.74522682
"VEBONO" "VEBONO032031" 2016-03-30 "022 BCV" "DPBS02207-0016" 2031-03-13 5461 4 492407450 108 114.3 110.4522915 16.27 4 14.53096487
"TIF" "TIF032031" 2016-03-30 "022 BCV" "DPBS02207-0025" 2031-03-13 5461 2 68971000 112.85 113.75 113.694568 15 4 12.9076691
"TIF" "TIF032032" 2016-03-30 "022 BCV" "DPBS02207-0034" 2032-03-25 5839 6 305907100 106.5 114 109.9861903 15.25 4 13.68976204
"LETRA" "LTB062016" 2016-03-30 "022 BCV" "LTBS00616-0052" 2016-06-29 91 2 155554000 99.447 99.5471 99.49705 0 0 1.999750051
"LETRA" "LTB072016" 2016-03-30 "022 BCV" "LTBS00716-0024" 2016-07-13 105 3 2e+08 99.5813 99.6102 99.588525 0 0 1.416600385
"LETRA" "LTB082016" 2016-03-30 "022 BCV" "LTBS00816-0023" 2016-08-10 133 1 7.5e+07 99.3759 99.3759 99.3759 0 0 1.699902323
"LETRA" "LTB092016" 2016-03-30 "022 BCV" "LTBS00916-0022" 2016-09-07 161 2 7.5e+07 99.1135 99.1135 99.1135 0 0 1.999965721
"VEBONO" "VEBONO032019" 2016-03-31 "022 BCV" "DPBS08773-0043" 2019-03-28 1092 1 66421000 128.9572 128.9572 128.9572 15.27 4 4.807405699
"VEBONO" "VEBONO042019" 2016-03-31 "022 BCV" "DPBS08773-0025" 2019-04-18 1113 1 64200000 122.4105 122.4105 122.4105 15.42 4 7.157997323
"TIF" "TIF032028" 2016-03-31 "022 BCV" "DPBS01632-0011" 2028-03-30 4382 2 241307000 121.742 129.02 122.5957603 15.25 4 11.70810664
"VEBONO" "VEBONO042028" 2016-03-31 "022 BCV" "DPBS01632-0039" 2028-04-20 4403 1 4e+07 127.0844 127.0844 127.0844 16.37 4 12.06869057
"TIF" "TIF032031" 2016-03-31 "022 BCV" "DPBS02207-0025" 2031-03-13 5460 13 767040600 100.5311 114 109.2269 15 4 13.53879308
"VEBONO" "VEBONO032031" 2016-03-31 "022 BCV" "DPBS02207-0016" 2031-03-13 5460 11 956244400 101.8919 114.5 111.3580475 16.12 4 14.25720019
"TIF" "TIF032032" 2016-03-31 "022 BCV" "DPBS02207-0034" 2032-03-25 5838 9 412838150 100.3212 114 108.5880372 15.25 4 13.89181125
"VEBONO" "VEBONO032019" 2016-04-01 "022 BCV" "DPBS08773-0043" 2019-03-28 1091 1 66421000 128.926 128.926 128.926 15.27 4 4.809239271
"VEBONO" "VEBONO042028" 2016-04-01 "022 BCV" "DPBS01632-0039" 2028-04-20 4402 2 167399000 120 127.0532 121.6853625 16.37 4 12.80569623
"VEBONO" "VEBONO032031" 2016-04-01 "022 BCV" "DPBS02207-0016" 2031-03-13 5459 6 595454400 101.8606 114.5 110.4041006 16.12 4 14.39992669
"TIF" "TIF032031" 2016-04-01 "022 BCV" "DPBS02207-0025" 2031-03-13 5459 5 521362600 100.9925 113.75 108.4128714 15 4 13.65814197
"TIF" "TIF032032" 2016-04-01 "022 BCV" "DPBS02207-0034" 2032-03-25 5837 4 235470150 100.8455 113.75 107.7820525 15.25 4 14.01018048
"VEBONO" "VEBONO112017" 2016-04-04 "022 BCV" "DPBS07989-0045" 2017-11-23 598 1 6.5e+07 106.0313 106.0313 106.0313 14.59 4 10.52119786
"TIF" "TIF082018" 2016-04-04 "022 BCV" "DPBS08773-0034" 2018-08-23 871 1 80885000 124 124 124 16 4 5.23239405
"TIF" "TIF012026" 2016-04-04 "022 BCV" "DPBS00760-0034" 2026-01-08 3566 1 78564000 126.3635 126.3635 126.3635 15 4 10.62138215
"TIF" "TIF022029" 2016-04-04 "022 BCV" "DPBS01632-0020" 2029-02-15 4700 1 8.1e+07 120.55 120.55 120.55 15.5 4 12.2967727
"VEBONO" "VEBONO052029" 2016-04-04 "022 BCV" "DPBS01632-0057" 2029-05-10 4784 1 40650600 121.2347 121.2347 121.2347 16.29 4 12.90660788
"TIF" "TIF032031" 2016-04-04 "022 BCV" "DPBS02207-0025" 2031-03-13 5456 7 313438000 100.2 113.4 107.1181487 15 4 13.85082177
"VEBONO" "VEBONO032031" 2016-04-04 "022 BCV" "DPBS02207-0016" 2031-03-13 5456 4 635659450 100.2 112.5 104.5249165 16.12 4 15.32696676
"TIF" "TIF032032" 2016-04-04 "022 BCV" "DPBS02207-0034" 2032-03-25 5834 4 202981100 100.4095 112.5 106.2342968 15.25 4 14.24150782
"TIF" "TIF032031" 2016-04-05 "022 BCV" "DPBS02207-0025" 2031-03-13 5455 3 56181000 113.45 113.75 113.6286405 15 4 12.91566997
"VEBONO" "VEBONO032031" 2016-04-05 "022 BCV" "DPBS02207-0016" 2031-03-13 5455 3 167692450 114.25 114.55 114.458012 16.12 4 13.80535503
"TIF" "TIF032032" 2016-04-05 "022 BCV" "DPBS02207-0034" 2032-03-25 5833 4 86987100 100.4408 113.75 110.1420893 15.25 4 13.66651727
"VEBONO" "VEBONO112017" 2016-04-06 "022 BCV" "DPBS07989-0045" 2017-11-23 596 1 1.02e+08 106.5 106.5 106.5 14.59 4 10.20454886
"TIF" "TIF022030" 2016-04-06 "022 BCV" "DPBS01632-0048" 2030-02-28 5076 1 63197000 106 106 106 15.65 4 14.61751036
"VEBONO" "VEBONO032031" 2016-04-06 "022 BCV" "DPBS02207-0016" 2031-03-13 5454 1 34439600 114.15 114.15 114.15 16.12 4 13.84910955
"TIF" "TIF032032" 2016-04-06 "022 BCV" "DPBS02207-0034" 2032-03-25 5832 3 201762000 100.15 113.4 105.5654297 15.25 4 14.34313782
"LETRA" "LTB072016" 2016-04-06 "022 BCV" "LTBS00716-0015" 2016-07-20 105 2 133500000 99.4744 99.5235 99.50198427 0 0 1.716028596
"VEBONO" "VEBONO112017" 2016-04-07 "022 BCV" "DPBS07989-0045" 2017-11-23 595 1 1.8e+07 106.5 106.5 106.5 14.59 4 10.19791641
"VEBONO" "VEBONO122017" 2016-04-07 "022 BCV" "DPBS07989-0036" 2017-12-08 610 1 4.5e+07 105 105 105 14.55 4 11.16981776
"VEBONO" "VEBONO052029" 2016-04-07 "022 BCV" "DPBS01632-0057" 2029-05-10 4781 1 1e+08 111.6 111.6 111.6 16.29 4 14.3137198
"VEBONO" "VEBONO032031" 2016-04-07 "022 BCV" "DPBS02207-0016" 2031-03-13 5453 1 6.5e+07 115 115 115 16.12 4 13.72816506
"TIF" "TIF022032" 2016-04-07 "022 BCV" "DPBS02207-0043" 2032-02-19 5796 5 122641000 100.6917 107.5 102.7872755 14.5 4 14.05647811
"VEBONO" "VEBONO062032" 2016-04-07 "022 BCV" "DPBS02207-0052" 2032-06-17 5915 3 46704000 100.6671 101.1419 100.7396764 15.1 4 14.9623009
"LETRA" "LTB072016" 2016-04-07 "022 BCV" "LTBS00716-0015" 2016-07-20 104 1 19225000 99.5399 99.5399 99.5399 0 0 1.600015518
"VEBONO" "VEBONO072018" 2016-04-08 "022 BCV" "DPBS07993-0048" 2018-07-19 832 1 40300000 121 121 121 15.17 4 5.310896876
"TIF" "TIF082018" 2016-04-08 "022 BCV" "DPBS08773-0034" 2018-08-23 867 1 80964000 121.6 121.6 121.6 16 4 6.151606614
"TIF" "TIF042023" 2016-04-08 "022 BCV" "DPBS09345-0050" 2023-04-06 2554 1 1.6e+07 127 127 127 16 4 10.49520799
"VEBONO" "VEBONO042028" 2016-04-08 "022 BCV" "DPBS01632-0039" 2028-04-20 4395 1 8.6e+07 128 128 128 16.37 4 11.9456853
"VEBONO" "VEBONO032031" 2016-04-08 "022 BCV" "DPBS02207-0016" 2031-03-13 5452 4 454883000 100.2313 115.0625 104.4009884 16.27 4 15.49142845
"TIF" "TIF032032" 2016-04-08 "022 BCV" "DPBS02207-0034" 2032-03-25 5830 1 96782000 112 112 112 15.25 4 13.40429945
"VEBONO" "VEBONO062032" 2016-04-08 "022 BCV" "DPBS02207-0052" 2032-06-17 5914 1 39062000 100.6984 100.6984 100.6984 15.1 4 14.96898436
"VEBONO" "VEBONO062016" 2016-04-11 "022 BCV" "DPBS07990-0014" 2016-06-17 67 1 106571000 102.1244 102.1244 102.1244 13.53 4 1.660553746
"VEBONO" "VEBONO072018" 2016-04-11 "022 BCV" "DPBS07993-0048" 2018-07-19 829 1 40300000 121.0313 121.0313 121.0313 15.17 4 5.267704133
"VEBONO" "VEBONO012020" 2016-04-11 "022 BCV" "DPBS08771-0018" 2020-01-02 1361 1 33270500 126.5 126.5 126.5 15.5 4 7.301467173
"TIF" "TIF042023" 2016-04-11 "022 BCV" "DPBS09345-0050" 2023-04-06 2551 2 47976000 127.0313 127.8891 127.6030236 16 4 10.38663446
"VEBONO" "VEBONO042028" 2016-04-11 "022 BCV" "DPBS01632-0039" 2028-04-20 4392 1 8.6e+07 128.0313 128.0313 128.0313 16.37 4 11.94063508
"VEBONO" "VEBONO032031" 2016-04-11 "022 BCV" "DPBS02207-0016" 2031-03-13 5449 2 4.4e+08 111 114.5688 111.2027727 16.12 4 14.27863604
"TIF" "TIF032032" 2016-04-11 "022 BCV" "DPBS02207-0034" 2032-03-25 5827 2 296782000 110 112 110.6522094 15.25 4 13.59304287
"TIF" "TIF032031" 2016-04-12 "022 BCV" "DPBS02207-0025" 2031-03-13 5448 1 93099000 111 111 111 15 4 13.28166775
